rows,file title,max,min,columns
100,humidity_2,657533.7055817386,0.0,1
100,humidity_2,657533.7055817386,0.0,1
100,humidity_2,657533.7055817386,0.0,1
100,humidity_2,657533.7055817386,0.0,1
100,humidity_2,657533.7055817386,0.0,1
