file title,max,min,rows,columns
humitat,1600.0,19.00277613705355,200,1
humitat,1600.0,19.00277613705355,200,1
humitat,1600.0,19.00277613705355,200,1
humitat,1600.0,19.00277613705355,200,1
humitat,1600.0,19.00277613705355,200,1
